x,y
0.0,0.0
5.517579263180752,-2.4071475774665894
6.5264694693624286,-3.195725944946604
11.150060735434625,-9.71046288739447
10.13048801392876,-10.924949393452785
13.715781793207675,-14.403110976694233
13.170515924488056,-17.179143040477744
13.304007512678782,-15.336119510137939
9.823544076225458,-11.716185295447056
12.674624270571167,-10.1271586731766
15.523380913959794,-12.289296007878345
15.13476789914912,-15.248458784904201
14.287631409522362,-13.571327540489861
12.10040806592615,-14.825972355059534
9.927377187660355,-17.49874727341922
7.804710543640621,-17.538796251655455
4.271464988676338,-16.797508727255682
9.520220333649721,-14.450959055403576
8.913583051990525,-17.257888299047455
6.5508610710527275,-11.905876923368224
6.711529298944277,-13.920234026139003
7.315257071088424,-7.278644127398069
7.6952330421903135,-5.326876521783843
8.644454939232222,-6.440788342148038
5.031495165290975,-7.545507028976685
4.3709135977519145,-5.690441616564537
7.024012104699063,-2.7460383055220157
7.927118523377846,0.05302382434673758
5.541502767687108,4.014940802777334
7.163529280029156,3.0722884896757594
8.708359301411546,2.833309749848619
12.28688563293922,7.6393925159687655
19.19828191563246,3.2232833517476207
14.631593089981724,1.6280222230344945
15.137674739495413,4.398711628814164
16.135800081925968,-1.9960501003514164
15.167497973337351,0.6222356151513764
15.895121414702496,3.031926547450631
15.192058096099027,2.3970737909747566
15.782017015071217,3.6937709544566713
16.409095790045743,4.070109336460489
14.288275424596492,5.26407086323172
14.67350810838603,8.835812592741263
18.464819336375,9.421328595387548
17.27806412250763,7.401485697024814
18.617270857572013,7.646056467399359
17.529910060946815,7.783921833819857
15.569295242844104,9.991292941248329
14.155350571198191,13.863526300858815
15.4313031760979,15.740586404447129
11.968887906457276,16.27622068853352
14.310733027852603,13.26035458094715
13.468876193593948,13.363490833352076
9.126697966987361,14.360112338199663
11.802492879759122,11.642084279948065
12.911016596950489,7.4922797647823804
12.788650652449617,2.3827589435864924
16.33488481892048,3.675815979934956
16.257039169293154,1.2245397086163732
20.285009091741248,7.4450616255627615
14.409554548803289,11.35415552336742
19.55663816404231,12.423042360320498
15.764219656834662,15.153179971000933
15.192099427302011,13.243415261215452
11.302314064174013,14.984367685826076
13.809389505098874,13.012590388931182
15.455596426238278,9.393865176919878
17.991303653884597,9.541123904420948
17.401318232119277,9.219375204707692
20.14897751564849,11.592385169383126
21.82329388268287,12.027834629536015
22.069385896970324,13.983324717543018
22.804598247571942,16.14174178338708
21.823922902632283,8.442108715816747
25.10897473392562,15.35794559668637
26.504691653815193,15.041226939925007
26.073215488345372,14.664744541575235
26.128268871289226,11.116609781368425
24.493072618811212,7.963734117701449
25.279844648736386,7.025672428472466
26.845840355614296,6.4732125292579275
29.964906085499393,7.148466015139594
36.89250689855731,1.1516462330648007
34.8467767072987,4.002398091460152
42.842044607562,3.2161458883496215
42.98013808913207,2.500477415070919
47.19057517174011,1.5919301768099978
49.34114483374093,0.5806287249266011
45.316960710774836,1.5721536767448325
46.90817080523736,5.661692994628141
46.55890664096586,3.7094227323150943
48.33851348481606,4.47070026107237
49.22605438819042,4.2394975913378445
52.89536712631344,5.407936153927727
58.91842680994529,8.921405930966044
61.002525257091506,3.774994023133755
62.90722606145907,5.104043046693189
65.47168041984193,8.40685895012542
64.20399226949911,11.012593509204374
62.42582636679609,17.194460774158408
58.21382536734455,11.62667467309531
52.99378638526413,8.810490644158302
49.45483276124827,14.996155262866983
48.422350692419435,10.750241609269773
51.94633908476211,8.895490060380286
48.03506528322142,11.665135935191495
50.00630956840807,10.289682133541238
54.457341866964306,10.697937174952912
59.57058546104897,12.287743434954557
64.49996139869785,12.63370513782287
60.642790941015505,20.37928889826653
58.91690148210725,19.75050836645735
56.70204693677943,19.10731864429447
57.46943508911794,19.745561710095522
59.55976477750936,25.412863577826332
59.17882235330081,21.513393423833694
55.44000415462726,19.408092783776432
50.14573215344635,22.017066166572477
48.57024253118292,21.033645317037422
48.564261137259706,16.617143748604413
45.8405396512401,18.75076893334561
47.796532126465564,17.349336237277296
53.52194623835937,13.220265159792554
52.431000890642466,12.490285796996252
43.59849059172767,18.617289880226927
44.756934137512175,15.314008213770823
51.243314092990936,17.166034073325477
52.60159501004075,15.246536598939482
52.93750075725955,10.421911818368756
55.45159401491015,9.237833887579834
55.8754916322607,13.039065124610744
56.77594422197382,13.869060063920701
57.6503117966651,11.550251652086716
60.293990844727425,16.43078168980107
62.693545032064435,19.229109065069455
59.91933728311086,16.484924916398842
55.362887220420546,20.38165127395349
54.559099903421206,24.80834650098314
52.08647805703607,23.42482161846133
52.388238678480604,26.33870258554392
52.58034766550824,27.006337681813346
52.63261242237572,27.566654451298177
49.102024226571004,27.822568414808167
48.51200964353299,27.642873628352188
50.06891453565569,25.490380349274847
49.80167668848914,24.550039510394587
51.12130149636462,27.03170220845698
48.099981533199795,28.884513675592405
54.63256197747628,24.232306994429905
52.00732793882165,21.447676122397993
51.12474344898141,26.579575532735007
51.16696831909755,24.38276149569616
53.133283649777475,22.48601302662305
56.6858248329009,23.451352168372406
61.07753089294472,21.359998042568648
70.66194263056124,23.96756358123027
72.73190682387578,23.805691496901854
70.43736726375444,21.061565993458917
70.00736920313712,18.54037756166676
70.90126829305248,15.928028107813507
72.86530424303272,18.951550413169155
70.63324057483257,22.723154920823895
69.88080210698622,26.37649599406384
71.26640575846288,29.925609773014337
68.11355233231372,29.587897534382076
72.70337465839513,27.63349341779773
66.26117873315711,21.490487046329957
58.33511745066175,14.804913706118413
57.033400120860406,18.847974500386698
55.63494834958354,19.871057823133903
55.28712471743054,19.898091962304242
54.75523328403958,19.347285350658648
56.21356221506856,15.628501620014646
59.40786482188311,18.53785377727833
